Data,Rozboje,Bójki i pobicia,Kradzieże z włamaniem,Kradzieże,Wypadki drogowe,Zabici w wypadkach,Ranni w wypadkach,Nietrzeźwi kierujący,Kolizje drogowe,Sun,Moon,Mercury,Mercury speed,Mars,Mars speed,Uran,Uran speed,MoonSun distance,MercuryMars distance,SunMars distance,SunUran distance
20.09.2015,6,7,11,35,7,1,8,44,71,177.13,255.81,195.53,-0.3,147.07,0.63,19.36,-0.04,78.67,48.46,30.07,157.78
19.09.2015,2,3,28,39,8,1,10,22,97,176.16,243.32,195.77,-0.18,146.44,0.63,19.4,-0.04,67.16,49.33,29.72,156.76
18.09.2015,4,0,31,58,12,0,13,22,163,175.18,231.1,195.9,-0.07,145.81,0.63,19.43,-0.04,55.92,50.09,29.37,155.75
17.09.2015,1,5,35,48,10,1,8,23,191,174.21,219.07,195.92,0.04,145.18,0.63,19.47,-0.04,44.86,50.74,29.03,154.74
17.09.2015,1,1,19,56,4,0,4,26,143,174.21,219.07,195.92,0.04,145.18,0.63,19.47,-0.04,44.86,50.74,29.03,154.74
15.09.2015,3,1,32,63,13,1,13,14,144,172.26,195.37,195.64,0.23,143.92,0.63,19.54,-0.03,23.11,51.72,28.34,152.72
14.09.2015,7,1,32,70,3,0,3,20,156,171.28,183.59,195.36,0.32,143.29,0.63,19.57,-0.03,12.31,52.07,27.99,151.71
13.09.2015,3,2,22,37,5,0,6,50,90,170.31,171.8,195.0,0.41,142.66,0.63,19.61,-0.03,1.5,52.34,27.65,150.7
12.09.2015,5,4,23,45,6,0,8,56,110,169.33,159.97,194.55,0.49,142.03,0.63,19.64,-0.03,-9.37,52.52,27.31,149.69
11.09.2015,4,3,31,52,6,0,7,19,145,168.36,148.04,194.02,0.56,141.39,0.63,19.67,-0.03,-20.32,52.63,26.97,148.69
10.09.2015,1,3,30,58,10,1,13,18,135,167.39,136.0,193.43,0.63,140.76,0.63,19.71,-0.03,-31.39,52.67,26.63,147.68
09.09.2015,1,2,27,37,6,0,7,15,131,166.42,123.8,192.77,0.69,140.13,0.63,19.74,-0.03,-42.62,52.64,26.29,146.68
08.09.2015,1,1,22,63,5,0,5,15,131,165.45,111.4,192.04,0.75,139.49,0.63,19.77,-0.03,-54.04,52.55,25.95,145.68
07.09.2015,2,1,35,82,15,0,17,17,172,164.47,98.77,191.26,0.81,138.86,0.63,19.8,-0.03,-65.71,52.4,25.61,144.67
04.09.2015,1,4,32,54,5,2,5,21,173,161.57,58.97,188.6,0.96,136.96,0.64,19.89,-0.03,-102.6,51.65,24.61,141.68
05.09.2015,4,2,24,45,7,1,12,21,85,162.53,72.59,189.54,0.91,137.59,0.63,19.86,-0.03,-89.95,51.95,24.94,142.67
06.09.2015,5,3,15,36,10,0,10,19,87,163.5,85.84,190.42,0.86,138.23,0.63,19.83,-0.03,-77.66,52.2,25.28,143.67
01.09.2015,1,3,17,55,13,1,16,27,149,158.66,15.88,185.54,1.08,135.05,0.64,19.97,-0.03,-142.78,50.49,23.61,138.69
02.09.2015,6,1,17,54,3,0,3,15,127,159.63,30.59,186.6,1.04,135.69,0.64,19.95,-0.03,-129.04,50.92,23.94,139.68
03.09.2015,3,1,21,50,6,0,6,23,112,160.6,44.97,187.62,1.0,136.32,0.64,19.92,-0.03,-115.63,51.3,24.28,140.68
31.08.2015,3,1,36,87,10,0,13,30,158,157.7,0.91,184.44,1.12,134.41,0.64,20.0,-0.03,-156.78,50.03,23.28,137.69
30.08.2015,2,3,20,40,6,1,10,44,75,156.73,345.81,183.31,1.15,133.78,0.64,20.03,-0.03,-170.92,49.53,22.95,136.7
29.08.2015,8,2,22,37,8,1,11,47,101,155.76,330.72,182.14,1.19,133.14,0.64,20.05,-0.03,174.96,49.0,22.63,135.71
28.08.2015,1,1,29,53,6,1,5,18,148,154.8,315.79,180.94,1.22,132.5,0.64,20.08,-0.02,161.0,48.44,22.3,134.72
27.08.2015,6,1,26,51,7,0,7,13,134,153.83,301.17,179.7,1.25,131.86,0.64,20.1,-0.02,147.33,47.84,21.97,133.73
26.08.2015,1,1,28,56,8,0,9,15,141,152.87,286.94,178.44,1.28,131.22,0.64,20.13,-0.02,134.07,47.22,21.65,132.74
22.08.2015,2,4,23,53,12,2,12,21,91,149.01,234.48,173.09,1.39,128.66,0.64,20.22,-0.02,85.46,44.43,20.35,128.8
21.08.2015,2,1,26,53,8,0,9,17,129,148.05,222.28,171.69,1.42,128.02,0.64,20.24,-0.02,74.23,43.67,20.03,127.81
20.08.2015,3,4,18,56,14,4,12,15,139,147.09,210.3,170.25,1.44,127.38,0.64,20.26,-0.02,63.21,42.88,19.71,126.83
19.08.2015,2,0,18,55,7,1,9,22,148,146.12,198.46,168.8,1.47,126.73,0.64,20.27,-0.02,52.33,42.06,19.39,125.85
18.08.2015,2,1,27,67,7,0,8,17,114,145.16,186.68,167.31,1.5,126.09,0.64,20.29,-0.02,41.52,41.22,19.07,124.87
17.08.2015,6,3,26,63,12,2,11,52,210,144.2,174.9,165.8,1.52,125.45,0.64,20.31,-0.02,30.71,40.36,18.75,123.89
16.08.2015,1,1,12,45,6,0,7,35,98,143.24,163.07,164.27,1.55,124.8,0.64,20.33,-0.02,19.83,39.47,18.43,122.91
15.08.2015,4,4,11,29,3,0,4,43,73,142.28,151.12,162.71,1.57,124.16,0.64,20.34,-0.02,8.85,38.55,18.12,121.93
14.08.2015,2,3,21,53,7,0,12,25,151,141.32,139.04,161.13,1.6,123.52,0.65,20.36,-0.02,-2.28,37.61,17.8,120.96
13.08.2015,0,0,27,49,9,0,12,27,121,140.36,126.78,159.52,1.62,122.87,0.65,20.37,-0.01,-13.57,36.65,17.49,119.98
12.08.2015,2,4,26,66,12,0,13,23,127,139.4,114.34,157.88,1.65,122.22,0.65,20.39,-0.01,-25.05,35.66,17.17,119.01
11.08.2015,2,5,13,65,14,0,16,18,140,138.44,101.7,156.22,1.67,121.58,0.65,20.4,-0.01,-36.73,34.64,16.86,118.03
10.08.2015,5,2,22,55,4,1,3,35,134,137.48,88.85,154.53,1.7,120.93,0.65,20.41,-0.01,-48.63,33.6,16.55,117.06
09.08.2015,0,8,21,31,7,0,9,42,67,136.52,75.76,152.82,1.73,120.28,0.65,20.42,-0.01,-60.75,32.54,16.23,116.09
07.08.2015,2,0,36,55,10,1,10,23,143,134.6,48.85,149.32,1.78,118.99,0.65,20.45,-0.01,-85.75,30.33,15.61,114.15
08.08.2015,0,2,18,41,7,0,11,36,86,135.56,62.44,151.08,1.75,119.63,0.65,20.44,-0.01,-73.12,31.45,15.92,115.12
06.08.2015,7,1,25,61,11,0,14,19,122,133.64,34.98,147.53,1.8,118.34,0.65,20.45,-0.01,-98.66,29.19,15.3,113.19
05.08.2015,2,1,38,58,7,0,8,20,121,132.68,20.84,145.71,1.83,117.69,0.65,20.46,-0.01,-111.84,28.02,15.0,112.22
04.08.2015,3,3,31,54,9,1,10,19,139,131.73,6.44,143.86,1.86,117.04,0.65,20.47,-0.01,-125.29,26.83,14.69,111.26
03.08.2015,3,2,31,68,9,3,8,25,106,130.77,351.81,141.99,1.88,116.39,0.65,20.48,-0.01,-138.96,25.61,14.38,110.29
02.08.2015,3,4,16,29,4,0,6,30,52,129.81,337.04,140.1,1.91,115.74,0.65,20.48,-0.01,-152.78,24.36,14.08,109.33
01.08.2015,3,2,26,43,5,0,6,17,83,128.86,322.22,138.17,1.94,115.09,0.65,20.49,-0.0,-166.63,23.09,13.77,108.37
31.07.2015,2,2,31,47,10,1,10,10,144,127.9,307.49,136.22,1.96,114.43,0.65,20.49,-0.0,179.59,21.79,13.47,107.41
30.07.2015,3,1,27,67,6,0,6,14,129,126.95,292.98,134.25,1.99,113.78,0.65,20.5,-0.0,166.03,20.47,13.16,106.45
29.07.2015,1,2,29,80,10,0,14,44,153,125.99,278.79,132.25,2.01,113.13,0.65,20.5,-0.0,152.8,19.12,12.86,105.49
28.07.2015,2,2,32,61,8,0,8,17,133,125.03,265.0,130.22,2.04,112.47,0.65,20.5,-0.0,139.97,17.75,12.56,104.53
27.07.2015,3,3,36,57,9,1,8,68,123,124.08,251.65,128.18,2.06,111.82,0.65,20.5,-0.0,127.57,16.36,12.26,103.58
26.07.2015,2,2,20,50,7,1,8,26,63,123.12,238.72,126.11,2.08,111.17,0.65,20.5,0.0,115.6,14.94,11.96,102.62
24.07.2015,4,1,24,62,10,0,11,26,119,121.21,213.96,121.92,2.11,109.85,0.66,20.5,0.0,92.75,12.06,11.36,100.71
25.07.2015,2,4,17,40,2,1,1,45,95,122.17,226.18,124.02,2.1,110.51,0.66,20.5,0.0,104.01,13.51,11.66,101.67
23.07.2015,1,5,29,59,3,0,3,23,120,120.26,201.97,119.8,2.12,109.2,0.66,20.5,0.0,81.71,10.6,11.06,99.76
22.07.2015,7,0,30,57,10,0,13,27,133,119.3,190.13,117.67,2.13,108.54,0.66,20.5,0.0,70.82,9.13,10.76,98.81
21.07.2015,0,4,28,68,6,0,7,33,122,118.35,178.34,115.54,2.14,107.88,0.66,20.49,0.0,59.99,7.66,10.47,97.86
20.07.2015,2,2,27,62,9,1,10,24,119,117.39,166.53,113.4,2.14,107.23,0.66,20.49,0.0,49.13,6.18,10.17,96.91
19.07.2015,4,1,18,38,4,1,5,36,65,116.44,154.62,111.27,2.13,106.57,0.66,20.48,0.01,38.18,4.7,9.87,95.96
18.07.2015,2,0,13,35,5,0,6,48,115,115.49,142.55,109.14,2.12,105.91,0.66,20.48,0.01,27.06,3.23,9.58,95.01
17.07.2015,4,3,24,49,6,0,6,24,138,114.53,130.27,107.03,2.11,105.25,0.66,20.47,0.01,15.74,1.78,9.28,94.06
16.07.2015,5,1,25,66,10,0,11,25,137,113.58,117.77,104.93,2.09,104.59,0.66,20.46,0.01,4.19,0.34,8.99,93.11
15.07.2015,2,1,27,55,2,0,2,16,136,112.62,105.03,102.85,2.06,103.93,0.66,20.45,0.01,-7.59,358.93,8.7,92.17
13.07.2015,2,2,23,69,3,0,6,21,156,110.71,78.87,98.79,2.0,102.6,0.66,20.43,0.01,-31.85,356.19,8.11,90.28
14.07.2015,2,2,16,49,13,2,17,20,138,111.67,92.06,100.81,2.03,103.26,0.66,20.44,0.01,-19.61,357.54,8.4,91.22
12.07.2015,3,3,20,31,3,0,5,36,81,109.76,65.48,96.81,1.96,101.94,0.66,20.42,0.01,-44.28,354.87,7.82,89.34
11.07.2015,2,4,17,62,11,1,12,25,93,108.81,51.91,94.87,1.92,101.27,0.66,20.41,0.01,-56.89,353.6,7.53,88.39
10.07.2015,3,1,21,49,9,0,9,23,149,107.85,38.18,92.98,1.87,100.61,0.66,20.4,0.01,-69.67,352.37,7.24,87.45
09.07.2015,5,1,25,51,9,1,19,17,152,106.9,24.3,91.14,1.82,99.95,0.67,20.38,0.01,-82.6,351.19,6.95,86.51
08.07.2015,1,3,23,53,14,0,20,25,202,105.95,10.26,89.34,1.77,99.28,0.67,20.37,0.01,-95.69,350.06,6.67,85.57
07.07.2015,6,4,20,48,12,1,12,20,124,104.99,356.07,87.6,1.71,98.61,0.67,20.36,0.02,-108.92,348.99,6.38,84.64
06.07.2015,2,1,32,69,13,0,15,31,111,104.04,341.76,85.92,1.66,97.95,0.67,20.34,0.02,-122.28,347.97,6.09,83.7
05.07.2015,5,4,18,31,12,1,16,45,80,103.09,327.37,84.29,1.6,97.28,0.67,20.32,0.02,-135.72,347.01,5.8,82.76
04.07.2015,5,2,15,35,8,0,10,27,99,102.13,312.95,82.71,1.54,96.61,0.67,20.31,0.02,-149.18,346.1,5.52,81.83
03.07.2015,1,1,25,49,10,0,14,22,172,101.18,298.6,81.2,1.48,95.94,0.67,20.29,0.02,-162.58,345.26,5.23,80.89
02.07.2015,5,0,20,60,14,1,13,29,138,100.23,284.41,79.75,1.42,95.28,0.67,20.27,0.02,-175.82,344.47,4.95,79.96
01.07.2015,3,1,32,54,9,0,9,24,124,99.27,270.47,78.36,1.36,94.61,0.67,20.25,0.02,171.2,343.75,4.67,79.02
30.06.2015,4,2,37,53,8,0,11,19,137,98.32,256.85,77.02,1.3,93.94,0.67,20.23,0.02,158.53,343.09,4.38,78.09
29.06.2015,0,4,48,55,5,1,4,56,141,97.37,243.6,75.76,1.24,93.26,0.67,20.21,0.02,146.24,342.49,4.1,77.16
28.06.2015,4,10,26,28,6,1,10,40,81,96.41,230.73,74.55,1.17,92.59,0.67,20.19,0.02,134.32,341.96,3.82,76.23
27.06.2015,5,5,25,49,8,0,8,27,84,95.46,218.21,73.41,1.11,91.92,0.67,20.16,0.02,122.75,341.49,3.54,75.3
26.06.2015,4,3,26,51,9,0,9,18,157,94.51,205.98,72.33,1.05,91.25,0.67,20.14,0.02,111.48,341.08,3.26,74.37
25.06.2015,4,0,30,56,2,0,2,15,107,93.55,193.98,71.32,0.98,90.57,0.67,20.12,0.02,100.43,340.74,2.98,73.44
24.06.2015,1,3,38,53,7,0,7,18,137,92.6,182.13,70.37,0.91,89.9,0.67,20.09,0.03,89.53,340.47,2.7,72.51
23.06.2015,1,3,36,63,11,0,16,12,166,91.64,170.32,69.49,0.84,89.23,0.68,20.07,0.03,78.68,340.27,2.42,71.58
22.06.2015,2,1,38,71,10,1,11,22,144,90.69,158.47,68.68,0.78,88.55,0.68,20.04,0.03,67.78,340.13,2.14,70.65
21.06.2015,4,4,23,20,7,1,9,35,91,89.74,146.5,67.94,0.71,87.87,0.68,20.01,0.03,56.76,340.07,1.86,69.72
20.06.2015,0,1,26,41,4,0,5,52,115,88.78,134.33,67.27,0.63,87.2,0.68,19.98,0.03,45.55,340.08,1.59,68.8
19.06.2015,3,0,22,58,7,0,7,17,171,87.83,121.9,66.67,0.56,86.52,0.68,19.96,0.03,34.07,340.16,1.31,67.87
18.06.2015,4,3,41,65,10,0,13,21,128,86.87,109.18,66.15,0.49,85.84,0.68,19.93,0.03,22.31,340.31,1.03,66.95
16.06.2015,4,3,24,58,11,0,12,17,144,84.96,82.84,65.32,0.34,84.48,0.68,19.87,0.03,-2.13,340.84,0.48,65.1
17.06.2015,0,1,30,57,14,0,16,8,143,85.92,96.15,65.7,0.41,85.16,0.68,19.9,0.03,10.24,340.54,0.76,66.02
15.06.2015,4,1,28,62,10,0,16,28,176,84.01,69.26,65.02,0.26,83.8,0.68,19.83,0.03,-14.75,341.22,0.21,64.17
11.06.2015,1,2,35,60,6,1,5,25,148,80.18,13.4,64.57,-0.04,81.07,0.68,19.7,0.03,-66.78,343.5,-0.89,60.48
12.06.2015,3,1,36,73,15,1,65,23,163,81.14,27.5,64.57,0.04,81.75,0.68,19.74,0.03,-53.64,342.82,-0.61,61.4
13.06.2015,1,7,18,36,8,1,9,30,106,82.09,41.54,64.64,0.11,82.44,0.68,19.77,0.03,-40.56,342.21,-0.34,62.32
14.06.2015,4,3,19,38,11,2,10,21,90,83.05,55.47,64.79,0.19,83.12,0.68,19.8,0.03,-27.58,341.68,-0.07,63.25
09.06.2015,2,3,41,54,6,0,7,21,108,78.27,345.14,64.79,-0.18,79.7,0.69,19.63,0.04,-93.13,345.09,-1.43,58.64
10.06.2015,3,3,36,82,2,0,2,23,151,79.23,359.28,64.65,-0.11,80.39,0.68,19.67,0.03,-79.95,344.26,-1.16,59.56
07.06.2015,1,5,15,38,8,1,13,69,79,76.36,316.92,65.29,-0.31,78.33,0.69,19.56,0.04,-119.43,346.96,-1.97,56.8
08.06.2015,6,2,32,83,6,0,8,26,128,77.31,331.02,65.01,-0.25,79.02,0.69,19.6,0.04,-106.3,345.99,-1.7,57.72
05.06.2015,4,2,30,43,8,0,12,19,120,74.44,288.97,66.03,-0.42,76.95,0.69,19.49,0.04,-145.47,349.07,-2.51,54.96
06.06.2015,3,1,25,50,3,0,4,25,107,75.4,302.89,65.63,-0.37,77.64,0.69,19.52,0.04,-132.51,347.99,-2.24,55.88
02.06.2015,3,4,30,62,6,0,7,18,177,71.57,248.35,67.47,-0.53,74.89,0.69,19.37,0.04,176.78,352.59,-3.32,52.2
03.06.2015,2,1,42,70,8,0,9,12,205,72.53,261.65,66.95,-0.5,75.58,0.69,19.41,0.04,-170.88,351.38,-3.05,53.12
04.06.2015,1,5,19,29,6,0,8,29,44,73.49,275.2,66.47,-0.47,76.27,0.69,19.45,0.04,-158.28,350.2,-2.78,54.04
01.06.2015,6,2,40,80,5,2,8,21,162,70.61,235.35,68.01,-0.55,74.2,0.69,19.33,0.04,164.73,353.82,-3.58,51.28
31.05.2015,3,4,25,32,9,2,18,25,72,69.65,222.64,68.57,-0.56,73.5,0.69,19.29,0.04,152.99,355.07,-3.85,50.37
30.05.2015,5,4,30,41,10,0,15,22,114,68.7,210.22,69.14,-0.56,72.81,0.69,19.25,0.04,141.53,356.32,-4.12,49.45
29.05.2015,2,1,29,83,9,0,10,16,157,67.74,198.06,69.69,-0.55,72.12,0.69,19.2,0.04,130.32,357.58,-4.38,48.53
28.05.2015,3,0,28,59,5,0,6,14,114,66.78,186.08,70.24,-0.54,71.43,0.69,19.16,0.04,119.31,358.81,-4.65,47.61
27.05.2015,0,0,38,64,5,0,5,14,106,65.82,174.23,70.76,-0.51,70.73,0.69,19.12,0.04,108.42,0.03,-4.91,46.7
26.05.2015,2,2,21,58,12,0,14,23,182,64.86,162.42,71.25,-0.47,70.04,0.7,19.08,0.04,97.57,1.22,-5.18,45.78
25.05.2015,6,2,41,58,7,0,9,14,138,63.9,150.57,71.7,-0.43,69.34,0.7,19.03,0.04,86.67,2.36,-5.44,44.86
24.05.2015,4,3,19,33,6,0,6,25,70,62.94,138.57,72.1,-0.37,68.64,0.7,18.99,0.04,75.64,3.46,-5.71,43.95
23.05.2015,3,0,24,46,3,0,5,44,95,61.97,126.36,72.44,-0.31,67.94,0.7,18.94,0.05,64.39,4.5,-5.97,43.03
22.05.2015,3,2,32,51,6,0,7,14,127,61.01,113.87,72.72,-0.25,67.25,0.7,18.9,0.05,52.85,5.48,-6.23,42.12
21.05.2015,3,2,33,51,6,0,11,11,143,60.05,101.02,72.94,-0.18,66.55,0.7,18.85,0.05,40.97,6.39,-6.5,41.2
20.05.2015,4,1,27,62,6,0,5,12,147,59.09,87.81,73.08,-0.1,65.85,0.7,18.81,0.05,28.72,7.23,-6.76,40.28
19.05.2015,3,2,23,54,3,0,3,14,134,58.12,74.23,73.14,-0.03,65.15,0.7,18.76,0.05,16.11,8.0,-7.02,39.37
18.05.2015,3,2,34,63,8,2,8,11,171,57.16,60.32,73.13,0.05,64.44,0.7,18.71,0.05,3.16,8.69,-7.28,38.45
17.05.2015,2,4,12,33,4,0,4,21,63,56.2,46.14,73.04,0.13,63.74,0.7,18.66,0.05,-10.05,9.3,-7.54,37.53
16.05.2015,2,2,23,44,10,0,12,26,100,55.23,31.78,72.86,0.22,63.04,0.7,18.61,0.05,-23.45,9.82,-7.8,36.62
15.05.2015,2,1,35,58,9,0,9,14,163,54.27,17.33,72.6,0.3,62.33,0.7,18.57,0.05,-36.94,10.27,-8.07,35.7
14.05.2015,4,1,36,48,12,0,12,14,208,53.3,2.87,72.26,0.38,61.63,0.71,18.52,0.05,-50.43,10.63,-8.33,34.79
13.05.2015,2,1,26,70,7,0,7,45,147,52.34,348.48,71.84,0.47,60.92,0.71,18.47,0.05,-63.86,10.91,-8.58,33.87
12.05.2015,2,1,26,46,8,0,11,24,171,51.37,334.2,71.33,0.55,60.22,0.71,18.42,0.05,-77.17,11.11,-8.84,32.95
11.05.2015,4,6,30,60,8,0,8,18,162,50.41,320.08,70.74,0.63,59.51,0.71,18.37,0.05,-90.33,11.23,-9.1,32.04
10.05.2015,0,2,14,22,5,1,4,88,23,49.44,306.12,70.06,0.71,58.8,0.71,18.32,0.05,-103.32,11.26,-9.36,31.12
09.05.2015,4,2,15,33,4,0,4,31,119,48.47,292.36,69.31,0.79,58.09,0.71,18.27,0.05,-116.12,11.22,-9.62,30.21
08.05.2015,3,1,22,68,13,1,13,19,183,47.51,278.78,68.48,0.87,57.38,0.71,18.21,0.05,-128.72,11.09,-9.88,29.29
07.05.2015,1,1,26,54,10,1,11,36,158,46.54,265.42,67.56,0.95,56.67,0.71,18.16,0.05,-141.12,10.89,-10.13,28.38
06.05.2015,2,2,34,51,10,0,14,8,167,45.57,252.27,66.57,1.03,55.96,0.71,18.11,0.05,-153.3,10.61,-10.39,27.46
05.05.2015,5,2,26,88,7,1,6,12,107,44.6,239.35,65.5,1.11,55.25,0.71,18.06,0.05,-165.25,10.25,-10.65,26.54
04.05.2015,2,1,33,49,13,3,18,44,120,43.63,226.67,64.35,1.18,54.54,0.71,18.01,0.05,-176.96,9.82,-10.9,25.63
01.05.2015,5,2,19,22,4,0,4,21,65,40.72,189.91,60.47,1.4,52.39,0.72,17.85,0.05,149.19,8.08,-11.67,22.88
02.05.2015,3,1,19,26,6,1,7,28,84,41.69,201.97,61.84,1.33,53.11,0.71,17.9,0.05,160.28,8.73,-11.41,23.79
03.05.2015,4,3,24,23,3,1,2,29,57,42.66,214.21,63.13,1.26,53.82,0.71,17.95,0.05,171.55,9.31,-11.16,24.71
30.04.2015,1,1,35,56,4,0,6,18,176,39.75,178.0,59.03,1.47,51.68,0.72,17.79,0.05,138.25,7.36,-11.92,21.96
29.04.2015,7,2,38,47,8,0,7,14,197,38.78,166.17,57.53,1.54,50.96,0.72,17.74,0.05,127.39,6.57,-12.18,21.04
28.04.2015,1,0,33,50,11,1,10,14,166,37.81,154.37,55.95,1.61,50.24,0.72,17.68,0.05,116.56,5.71,-12.43,20.13
27.04.2015,3,4,23,80,13,0,15,40,178,36.84,142.52,54.32,1.67,49.52,0.72,17.63,0.05,105.69,4.79,-12.69,19.21
26.04.2015,6,4,24,25,6,0,7,33,71,35.86,130.54,52.62,1.73,48.8,0.72,17.57,0.05,94.68,3.81,-12.94,18.29
25.04.2015,4,5,27,49,12,0,14,31,99,34.89,118.35,50.86,1.79,48.08,0.72,17.52,0.06,83.46,2.77,-13.19,17.37
24.04.2015,5,3,27,51,9,0,10,16,169,33.92,105.87,49.04,1.84,47.36,0.72,17.46,0.06,71.96,1.68,-13.44,16.45
23.04.2015,1,0,35,58,7,0,8,16,151,32.94,93.04,47.18,1.89,46.64,0.72,17.41,0.06,60.1,0.54,-13.7,15.53
22.04.2015,4,3,31,54,9,0,9,29,162,31.97,79.8,45.26,1.94,45.92,0.72,17.35,0.06,47.83,359.35,-13.95,14.61
21.04.2015,2,1,34,65,13,0,15,20,150,30.99,66.13,43.31,1.98,45.19,0.72,17.3,0.06,35.14,358.11,-14.2,13.69
16.04.2015,6,2,31,67,8,0,8,18,155,26.1,353.19,33.07,2.09,41.56,0.73,17.02,0.06,-32.91,351.52,-15.46,9.09
15.04.2015,2,1,29,62,4,1,3,24,167,25.12,338.41,30.98,2.1,40.83,0.73,16.96,0.06,-46.71,350.15,-15.71,8.16
14.04.2015,2,1,30,55,10,0,11,17,138,24.14,323.84,28.87,2.1,40.1,0.73,16.9,0.06,-60.3,348.77,-15.96,7.24
13.04.2015,10,3,35,58,12,0,14,28,143,23.16,309.53,26.77,2.1,39.37,0.73,16.84,0.06,-73.63,347.4,-16.21,6.32
12.04.2015,6,5,21,36,6,0,6,26,79,22.18,295.52,24.67,2.1,38.64,0.73,16.79,0.06,-86.66,346.03,-16.46,5.39
11.04.2015,5,5,27,51,8,2,7,36,114,21.2,281.84,22.57,2.09,37.91,0.73,16.73,0.06,-99.36,344.67,-16.71,4.47
10.04.2015,2,1,48,50,11,0,12,56,167,20.22,268.47,20.49,2.08,37.17,0.73,16.67,0.06,-111.75,343.32,-16.96,3.54
09.04.2015,5,2,37,57,7,1,7,18,128,19.24,255.39,18.42,2.06,36.44,0.73,16.62,0.06,-123.85,341.98,-17.21,2.62
08.04.2015,4,0,32,51,7,1,7,13,122,18.25,242.57,16.37,2.05,35.71,0.73,16.56,0.06,-135.68,340.66,-17.45,1.69
07.04.2015,3,3,26,41,7,0,8,49,139,17.27,229.98,14.33,2.03,34.97,0.74,16.5,0.06,-147.28,339.36,-17.7,0.77
06.04.2015,2,3,23,16,5,3,9,29,52,16.29,217.61,12.31,2.01,34.23,0.74,16.45,0.06,-158.68,338.08,-17.95,-0.16
05.04.2015,3,3,20,10,2,0,2,21,35,15.3,205.41,10.31,1.99,33.5,0.74,16.39,0.06,-169.89,336.81,-18.2,-1.09
04.04.2015,5,1,22,21,1,0,3,40,93,14.32,193.36,8.33,1.97,32.76,0.74,16.33,0.06,179.04,335.57,-18.44,-2.01
03.04.2015,0,2,27,38,13,1,22,30,187,13.33,181.42,6.38,1.94,32.02,0.74,16.27,0.06,168.09,334.36,-18.69,-2.94
02.04.2015,4,0,23,45,4,1,4,11,222,12.35,169.57,4.45,1.92,31.28,0.74,16.22,0.06,157.23,333.16,-18.94,-3.87
01.04.2015,3,1,33,54,11,3,23,19,168,11.36,157.77,2.53,1.9,30.54,0.74,16.16,0.06,146.41,331.99,-19.18,-4.8
31.03.2015,4,3,30,62,15,1,17,14,180,10.37,145.96,0.65,1.88,29.8,0.74,16.1,0.06,135.59,330.84,-19.43,-5.73
30.03.2015,3,0,31,55,6,0,8,16,174,9.38,134.1,358.78,1.85,29.06,0.74,16.05,0.06,124.71,329.72,-19.68,-6.66
29.03.2015,1,4,16,29,8,2,11,37,57,8.4,122.12,356.94,1.83,28.32,0.74,15.99,0.06,113.72,328.62,-19.92,-7.59
27.03.2015,0,1,29,51,6,1,6,20,181,6.46,98.05,353.39,1.79,26.86,0.74,15.88,0.06,91.59,326.53,-20.4,-9.42
28.03.2015,0,2,40,34,5,3,5,25,86,7.45,110.46,355.19,1.81,27.6,0.74,15.93,0.06,103.01,327.59,-20.16,-8.49
26.03.2015,6,3,32,53,10,0,11,17,149,5.47,85.31,351.61,1.77,26.11,0.75,15.82,0.06,79.84,325.5,-20.65,-10.35
25.03.2015,4,4,28,54,13,1,17,13,142,4.48,72.19,349.86,1.74,25.37,0.75,15.76,0.06,67.71,324.49,-20.89,-11.29
24.03.2015,3,0,36,71,6,0,7,20,153,3.49,58.64,348.12,1.72,24.62,0.75,15.71,0.06,55.15,323.5,-21.14,-12.22
23.03.2015,1,3,37,62,6,0,6,30,137,2.49,44.64,346.41,1.7,23.87,0.75,15.65,0.06,42.14,322.54,-21.38,-13.16
22.03.2015,4,1,23,27,3,1,2,33,54,1.5,30.2,344.72,1.68,23.13,0.75,15.6,0.06,28.7,321.59,-21.63,-14.1
21.03.2015,5,3,42,32,10,1,9,33,106,0.51,15.4,343.05,1.66,22.38,0.75,15.54,0.06,14.89,320.67,-21.87,-15.03
20.03.2015,7,1,22,52,7,0,11,22,149,359.51,0.34,341.4,1.64,21.63,0.75,15.49,0.06,0.82,319.77,-22.11,-15.97
19.03.2015,4,0,23,64,6,1,6,23,161,358.52,345.16,339.77,1.62,20.88,0.75,15.43,0.06,-13.36,318.9,-22.36,-16.91
18.03.2015,2,0,24,58,10,0,11,24,122,357.52,330.02,338.16,1.6,20.13,0.75,15.37,0.06,-27.5,318.04,-22.6,-17.85
17.03.2015,5,1,21,66,2,0,2,12,151,356.53,315.08,336.58,1.58,19.37,0.75,15.32,0.05,-41.44,317.21,-22.85,-18.79
16.03.2015,4,2,42,53,4,0,4,70,139,355.53,300.46,335.01,1.56,18.62,0.75,15.26,0.05,-55.07,316.39,-23.09,-19.73
15.03.2015,4,4,26,23,8,0,10,39,72,354.54,286.24,333.47,1.53,17.87,0.75,15.21,0.05,-68.3,315.6,-23.33,-20.68
14.03.2015,2,2,29,47,10,2,10,26,173,353.54,272.45,331.94,1.51,17.11,0.75,15.16,0.05,-81.09,314.83,-23.57,-21.62
13.03.2015,5,0,36,40,7,0,7,20,187,352.54,259.08,330.44,1.49,16.36,0.76,15.1,0.05,-93.46,314.08,-23.82,-22.56
